ID,Mixture_Model,Model_Count
R02289,K2P+R2,1
R02292,"MIX{TPM3u+FO,F81+FO,JC}+I+R2",3
R02294,HKY+FO+I,1
R02296,"MIX{TPM3u+FO,K3P,JC}+G4",3
R02299,K3Pu+FO+I,1
R02301,"MIX{TPM3u+FO,JC}+R2",2
R02306,"MIX{HKY+FO,JC}+I",2
R02309,"MIX{TIM3e,JC,TIM3e}+I+R2",3
R02315,"MIX{TIM3+FO,JC}+I",2
R02318,"MIX{TPM3u+FO,JC}+G4",2
R02321,TPM3u+FO+G4,1
R02326,"MIX{K2P,JC}+I",2
R02329,"MIX{HKY+FO,JC}+I",2
R02331,"MIX{TPM3u+FO,F81+FO}+I+R2",2
R02336,"MIX{TPM3u+FO,TPM3}+I",2
R02339,"MIX{TIM3+FO,TPM3}+I",2
R02342,"MIX{TPM2,JC}+I+R2",2
R02343,TPM3+G4,1
R02349,"MIX{K2P,HKY+FO}+I",2
R02352,K2P+I,1
R02355,TPM3u+FO+I,1
R02358,TPM3+I,1
R02362,"MIX{TIM3+FO,JC}+I",2
R02365,TPM3u+FO+R2,1
R02372,K2P+I,1
R02373,"MIX{TN+FO,JC}+I",2
R02380,K2P+I,1
R02383,"MIX{HKY+FO,K3Pu+FO,TIM3e,JC}+I+G4",4
R02398,"MIX{TPM3u+FO,TPM3,F81+FO,F81+FO}+R3",4
R02404,"MIX{TPM3u+FO,K3P,F81+FO}+G4",3
R02406,TPM3,1
R02407,"MIX{TIM3e,K2P}+G4",2
R02426,"MIX{TPM3u+FO,TIM3e}+G4",2
R02427,"MIX{HKY+FO,TPM3}+I",2
R02428,"MIX{TIM+FO,JC}+I+G4",2
R02430,"MIX{TVM+FO,JC,TIM3+FO}+I+R2",3
R02436,"MIX{TPM3u+FO,JC,F81+FO}+I+R2",3
R02437,K3Pu+FO+I,1
R02438,"MIX{TPM3,JC}+R3",2
R02439,TIM3+FO+I,1
R02440,"MIX{TPM3u+FO,TPM3}+I",2
R02442,"MIX{TPM3u+FO,K2P}+I",2
R02443,"MIX{TPM3u+FO,TPM3u+FO}+R2",2
R02448,"MIX{TIM3e,JC}+G4",2
R02450,"MIX{TPM3u+FO,JC,F81+FO}+I+G4",3
R02453,"MIX{TPM3u+FO,TIM+FO,K3P}+I+G4",3
R02456,JC+I,1
R02458,JC+I,1
R02459,"MIX{TIM3+FO,JC}+I+G4",2
R02462,K3Pu+FO+I,1
R02472,"MIX{TPM3u+FO,TPM3}+G4",2
R02483,TPM3+I,1
R02484,TPM3+G4,1
R02485,K3Pu+FO+I,1
R02488,K2P+I,1
R02489,"MIX{TPM3u+FO,TPM3}+I+G4",2
R02490,"MIX{TPM3u+FO,JC}+I+R2",2
R02492,TIM3+FO+I,1
R02494,"MIX{TPM3u+FO,JC}+G4",2
R02503,"MIX{TPM2,JC}+R2",2
R02505,"MIX{TPM2u+FO,JC}+G4",2
R02506,"MIX{TPM3,TPM3}+I+R2",2
R02507,"MIX{TPM3,TIM3e,K3Pu+FO}+G4",3
R02509,K3P+I,1
R02512,TIM3e+G4,1
R02514,"MIX{TPM3u+FO,TPM3}+R3",2
R02519,"MIX{TIM3e,JC}+G4",2
R02525,"MIX{TPM2u+FO,F81+FO}+I",2
R02531,JC+I,1
R02533,"MIX{TPM3u+FO,JC,K2P}+G4",3
R02537,"MIX{TPM3u+FO,F81+FO}+R2",2
R02539,"MIX{TNe,JC}+G4",2
R02540,TPM3u+FO+R3,1
R02549,"MIX{K3Pu+FO,TPM3}+R2",2
R02550,K3Pu+FO+I,1
R02551,"MIX{TPM3,TPM3}+R3",2
R02554,"MIX{TPM3,JC}+I",2
R02557,"MIX{TPM3,K3P}+I",2
R02560,"MIX{TPM3u+FO,TPM3}+R2",2
R02562,F81+FO,1
R02563,HKY+FO+I,1
R02566,"MIX{K2P,F81+FO}+G4",2
R02567,TIM3+FO+I,1
R02569,"MIX{TIM3e,TIM3e}+G4",2
R02570,"MIX{TPM3u+FO,TPM3,HKY+FO}+I+R3",3
R02571,TVM+FO+I,1
R02573,"MIX{TPM3u+FO,JC}+I",2
R02578,TPM3u+FO+I,1
R02581,HKY+FO+I,1
R02583,"MIX{TPM3u+FO,TPM2u+FO,K3P}+I+R2",3
R02594,"MIX{TIM3+FO,JC}+R3",2
R02595,K2P+I,1
R02598,TPM3u+FO+I,1
R02601,"MIX{TPM3u+FO,TPM2u+FO}+I+G4",2
R02603,"MIX{TPM3u+FO,TPM3,JC}+R2",3
R02604,"MIX{TIM3+FO,F81+FO,TN+FO,F81+FO}+G4",4
R02609,"MIX{TPM3u+FO,TPM3,K2P}+R2",3
R02611,"MIX{TIM3e,TPM3}+I+G4",2
R02613,HKY+FO+I,1
R02614,"MIX{TNe,F81+FO}+I",2
R02616,"MIX{TPM3u+FO,JC}+R2",2
R02617,"MIX{TPM3,JC}+I",2
R02618,"MIX{TPM3u+FO,JC}+G4",2
R02619,TN+FO+G4,1
R02620,"MIX{TIM2+FO,K2P}+R2",2
R02627,"MIX{TPM3,TPM3}+R2",2
R02638,TPM2+I,1
R02641,K2P+G4,1
R02645,TPM3+I,1
R02646,"MIX{K3Pu+FO,K2P}+I+G4",2
R02648,TN+FO+G4,1
R02650,"MIX{TPM3,K2P}+G4",2
R02658,"MIX{TN+FO,TPM3}+I+G4",2
R02678,"MIX{TPM3,K2P}+G4",2
R02681,"MIX{TPM2u+FO,TN+FO}+G4",2
R02684,"MIX{TPM3,HKY+FO}+G4",2
R02690,"MIX{TPM3,TPM3}+G4",2
R02698,"MIX{TIM3+FO,TPM3}+I+G4",2
R02699,TPM3+I,1
R02702,JC+I,1
R02703,"MIX{K2P,K2P}+I",2
R02704,"MIX{TPM3,JC}+I+G4",2
R02706,"MIX{TIM3e,TPM3}+I+R2",2
R02708,"MIX{TIM3e,TPM3}+R2",2
R02711,TIM3+FO+I,1
R02712,"MIX{TPM3,JC}+G4",2
R02713,"MIX{HKY+FO,JC}+G4",2
R02716,"MIX{GTR+FO,TN+FO,JC}+G4",3
R02717,"MIX{HKY+FO,F81+FO}+R2",2
R02722,TPM3+G4,1
R02723,K2P+G4,1
R02726,TN+FO+I,1
R02727,"MIX{TIM3+FO,JC}+G4",2
R02729,TN+FO+I,1
R02731,TIM2e+I,1
R02738,"MIX{TVM+FO,TVMe,K3P}+R3",3
R02743,"MIX{K2P,JC}+I",2
R02744,"MIX{K2P,JC}+I",2
R02747,"MIX{HKY+FO,TPM3}+G4",2
R02750,"MIX{TIM3e,F81+FO}+R3",2
R02752,"MIX{TPM3u+FO,JC}+R3",2
R02753,"MIX{TPM3,K2P}+G4",2
R02754,"MIX{TIM3e,JC}+R2",2
R02760,TPM3+G4,1
R02770,K2P+G4,1
R02785,"MIX{TVM+FO,GTR+FO,JC}+I+G4",3
R02790,"MIX{TVMe,TIM3e}+G4",2
R02792,TN+FO,1
R02793,"MIX{K2P,K2P}+G4",2
R02794,"MIX{TIM3+FO,TVM+FO,K2P}+I",3
R02795,"MIX{TPM3u+FO,JC}+G4",2
R02796,"MIX{TNe,TNe}+I+G4",2
R02800,"MIX{TPM3u+FO,TPM3,JC}+I+R2",3
R02801,"MIX{TIM3e,TPM3}+R2",2
R02805,"MIX{HKY+FO,JC}+I",2
R02806,"MIX{TIM3e,TIM2+FO}+R3",2
R02808,TN+FO+I,1
R02821,"MIX{TPM2u+FO,TVMe}+R2",2
R02825,"MIX{HKY+FO,TIM3+FO}+G4",2
R02828,"MIX{TPM3u+FO,TPM3,TNe}+G4",3
R02829,"MIX{TPM3,TPM3}+R2",2
R02833,TPM2+I,1
R02837,"MIX{TPM2u+FO,TIMe,TPM3}+G4",3
R02840,"MIX{K2P,JC}+I",2
R02844,"MIX{TPM3u+FO,HKY+FO}+G4",2
R02859,"MIX{TPM2u+FO,K2P}+I",2
R02863,"MIX{TPM3u+FO,TPM2}+I+G4",2
R02864,"MIX{K3Pu+FO,F81+FO}+I",2
R02865,TPM3u+FO+I,1
R02867,"MIX{TVMe,TVMe}+I+G4",2
R02871,TPM3+G4,1
R02872,"MIX{TN+FO,TPM3}+I",2
R02874,"MIX{K2P,JC}+R2",2
R02881,TN+FO+R2,1
R02884,"MIX{TPM3u+FO,JC}+G4",2
R02887,"MIX{TPM3,TIM3e,JC}+I+R2",3
R02889,HKY+FO+G4,1
R02890,"MIX{TPM3,TPM3}+I",2
R02896,TIM+FO+I,1
R02899,"MIX{TPM3,JC}+G4",2
R02909,"MIX{TPM2u+FO,K3Pu+FO,JC}+G4",3
R02921,"MIX{TPM3,TPM3}+G4",2
R02922,"MIX{TPM3,K2P}+I",2
R02958,TN+FO+I,1
R02960,"MIX{TPM3u+FO,TPM2u+FO}+I+G4",2
R02962,"MIX{TVM+FO,K3P,F81+FO}+R3",3
R02967,"MIX{TPM3u+FO,TPM3}+I+R2",2
R03155,"MIX{TIM3+FO,TPM3}+I+R2",2
R03156,"MIX{TN+FO,K3Pu+FO,JC}+I+R2",3
R03166,"MIX{TPM3,TPM3}+I+G4",2
R03171,"MIX{K2P,JC}+I",2
R03179,"MIX{TPM3u+FO,TPM3}+I+G4",2
R03198,"MIX{HKY+FO,JC}+G4",2
R03201,"MIX{HKY+FO,JC}+R2",2
R03204,"MIX{TPM3,JC,HKY+FO}+G4",3
R03209,"MIX{K2P,JC}+I",2
R03216,"MIX{TPM3u+FO,F81+FO,TIM2e}+R2",3
R03218,"MIX{K2P,F81+FO}+G4",2
R03226,TPM3+G4,1
R03244,"MIX{TPM3,K3P}+G4",2
R03245,HKY+FO+I,1
R03301,"MIX{K2P,JC}+R2",2
R03307,"MIX{TPM3,JC}+G4",2
R03312,HKY+FO+G4,1
R03324,"MIX{TPM3u+FO,F81+FO}+G4",2
R03337,"MIX{TIM3e,K2P}+I+G4",2
R03362,TPM3u+FO+I,1
R03403,"MIX{TNe,JC}+G4",2
R03434,"MIX{TPM3u+FO,JC,TIM3+FO}+I",3
R03435,"MIX{TPM3u+FO,JC}+I+G4",2
R03442,TPM3u+FO+I,1
R03446,"MIX{K2P,JC}+G4",2
R03447,HKY+FO+G4,1
R03452,"MIX{HKY+FO,JC}+I",2
R03457,TPM3u+FO+R2,1
R03458,TPM3u+FO+I,1
R03467,HKY+FO,1
R03480,HKY+FO+I,1
R03489,"MIX{HKY+FO,JC}+R2",2
R03490,TNe+I,1
R03503,TPM3u+FO+G4,1
R03508,TIM3e+G4,1
R03509,K2P+G4,1
R03513,"MIX{TIM3e,TPM3}+I+G4",2
R03514,F81+FO+I,1
R03515,"MIX{K2P,JC}+R2",2
R03525,"MIX{TIM3e,TIM3e,JC,HKY+FO}+G4",4
R03527,K2P+R2,1
R03530,TN+FO+G4,1
R03550,TPM2u+FO+G4,1
R03554,"MIX{HKY+FO,TPM3}+R2",2
R03558,TPM3u+FO+G4,1
R03559,K2P+G4,1
R03563,"MIX{K2P,JC}+G4",2
R03576,"MIX{TIM3+FO,TPM3}+I+G4",2
R03580,K2P+G4,1
R03582,"MIX{K2P,JC}+G4",2
R03584,TIM3e+G4,1
R03591,HKY+FO+I,1
R03593,TPM3+I,1
R03602,TPM3+I,1
R03610,TPM3u+FO+I,1
R03613,"MIX{TIM3+FO,JC}+I+R2",2
R03614,TIMe+I,1
R03622,"MIX{TPM3u+FO,JC}+R3",2
R03625,TPM3u+FO+G4,1
R03627,"MIX{TPM3,JC}+I",2
R03629,"MIX{TPM3u+FO,TPM3}+I+G4",2
R03633,"MIX{TIM3+FO,SYM}+R3",2
R03638,"MIX{TVM+FO,JC,F81+FO,TPM3u+FO,TNe}+I+R2",5
R03639,F81+FO+I,1
R03640,K2P+I,1
R03641,"MIX{HKY+FO,K2P}+I+R2",2
R03643,"MIX{HKY+FO,JC}+G4",2
R03645,"MIX{TPM3u+FO,JC}+R2",2
R03649,"MIX{HKY+FO,K2P}+I",2
R03654,"MIX{TIM3+FO,F81+FO,JC}+R2",3
R03658,TPM3,1
R03661,"MIX{HKY+FO,JC}+I",2
R03669,"MIX{TPM3u+FO,JC}+G4",2
R03672,K3Pu+FO+I,1
R03673,TNe+G4,1
R03675,HKY+FO+I,1
R03677,"MIX{TPM3u+FO,TPM3}+I",2
R03680,F81+FO+I,1
R03685,TNe+I,1
R03688,"MIX{HKY+FO,K2P}+G4",2
R03695,"MIX{TPM3u+FO,JC}+I+R2",2
R03697,TIM3+FO+I,1
R03698,TIM3+FO+I,1
R03700,"MIX{TVMe,K3Pu+FO,K3P}+G4",3
R03703,"MIX{HKY+FO,JC}+I",2
R03708,"MIX{K2P,JC}+R3",2
R03710,"MIX{TPM3u+FO,JC}+R2",2
R03711,HKY+FO+G4,1
R03712,"MIX{K2P,JC}+G4",2
R03713,TIM3+FO+I,1
R03718,TNe+I,1
R03719,"MIX{TPM3u+FO,JC}+R2",2
R03720,"MIX{TN+FO,JC}+G4",2
R03722,"MIX{K2P,JC}+G4",2
R03723,K2P+I,1
R03724,"MIX{TPM3,JC}+G4",2
R03735,TIM3+FO+R2,1
R03736,"MIX{TNe,JC}+R2",2
R03741,HKY+FO+I,1
R03744,K2P+I,1
R03747,"MIX{TIM2+FO,HKY+FO,JC}+G4",3
R03748,"MIX{TIM3e,TPM3}+R2",2
R03749,"MIX{TPM3u+FO,HKY+FO,TPM3}+G4",3
R03755,TIM3+FO+I+G4,1
R03757,"MIX{TPM3u+FO,JC}+I",2
R03762,HKY+FO+I,1
R03764,"MIX{TPM3,K2P}+I",2
R03767,"MIX{TPM3,JC,F81+FO}+G4",3
R03770,"MIX{TIM3+FO,HKY+FO,TPM3}+I+R2",3
R03775,HKY+FO+I,1
R03777,F81+FO+I,1
R03782,"MIX{K2P,K2P}+I+G4",2
R03784,HKY+FO+G4,1
R03785,"MIX{TPM3,TPM3}+R3",2
R03792,"MIX{HKY+FO,JC}+R2",2
R03794,"MIX{TPM3u+FO,TIM3e}+G4",2
R03795,"MIX{TIM+FO,K3P,JC}+I+G4",3
R03797,"MIX{TPM3u+FO,K3P}+I+G4",2
R03801,K2P+I,1
R03805,"MIX{TPM3u+FO,JC}+I+R2",2
R03806,"MIX{HKY+FO,K3P}+I+R2",2
R03811,K2P+I,1
R03817,"MIX{TN+FO,F81+FO}+R3",2
R03819,K2P+I,1
R03825,"MIX{TPM3u+FO,JC,K3P}+I+R2",3
R03828,HKY+FO+I,1
R03841,"MIX{TIM3+FO,TN+FO}+R2",2
R03850,TPM3+G4,1
R03859,K2P+I,1
R03872,TIM3+FO+G4,1
R03880,TPM3+G4,1
R03883,"MIX{TIM3e,JC}+G4",2
R03886,"MIX{TPM3u+FO,TPM3}+G4",2
R03887,"MIX{TPM3u+FO,JC,K2P}+G4",3
R03894,TIM3+FO+I,1
R03904,"MIX{TPM3u+FO,TPM3}+G4",2
R03905,"MIX{HKY+FO,TPM3}+I",2
R03906,"MIX{TPM3u+FO,TPM2u+FO,K3P,JC}+I+R2",4
R03912,"MIX{TPM3u+FO,TPM3}+G4",2
R03913,"MIX{HKY+FO,K2P,F81+FO}+I+G4",3
R03915,HKY+FO+I,1
R03919,"MIX{HKY+FO,JC}+I",2
R03920,"MIX{TPM3u+FO,TNe}+R3",2
R03922,"MIX{HKY+FO,JC}+I",2
R03923,"MIX{TPM3u+FO,JC,TPM3}+I+R2",3
R03924,TIM3+FO+I,1
R03926,TPM2+R2,1
R03931,"MIX{TPM3,K2P}+R2",2
R03932,TPM3u+FO+G4,1
R03933,HKY+FO+I,1
R03936,"MIX{TPM2u+FO,F81+FO,JC,TNe}+I+R2",4
R03937,TIM3+FO+G4,1
R03938,"MIX{TIM3e,JC}+G4",2
R03940,"MIX{K2P,JC}+I",2
R03941,"MIX{TPM3u+FO,F81+FO,JC}+R3",3
R03942,"MIX{TPM3,HKY+FO}+G4",2
R03945,"MIX{HKY+FO,K2P}+R3",2
R03950,"MIX{TIM3+FO,K2P}+R3",2
R03951,HKY+FO+I,1
R03960,"MIX{TPM3u+FO,JC}+R2",2
R03972,"MIX{TIM3+FO,TPM3}+I+R2",2
R03976,"MIX{TPM3,JC}+G4",2
R03977,TIM3+FO+I,1
R03978,"MIX{K2P,K2P}+I",2
R03982,"MIX{HKY+FO,JC}+R2",2
R03983,"MIX{TPM3u+FO,JC}+I+R2",2
R03987,"MIX{TNe,JC}+G4",2
R03988,"MIX{TPM3u+FO,TPM3}+G4",2
R03991,TPM3+G4,1
R03996,"MIX{TIM3e,K2P}+I+G4",2
R04003,HKY+FO+I,1
R04005,"MIX{HKY+FO,TPM2u+FO}+I+G4",2
R04006,K2P+G4,1
R04007,"MIX{TNe,K2P}+G4",2
R04010,"MIX{K2P,JC}+G4",2
R04011,"MIX{TPM3u+FO,K3P,HKY+FO}+R2",3
R04012,TPM3u+FO+G4,1
R04016,"MIX{K2P,K3Pu+FO}+G4",2
R04017,"MIX{HKY+FO,K2P}+I",2
R04018,TPM3u+FO+I,1
R04020,"MIX{HKY+FO,JC}+I",2
R04026,K2P+G4,1
R04030,"MIX{TPM3u+FO,TPM3}+G4",2
R04032,"MIX{HKY+FO,JC}+I+G4",2
R04034,"MIX{TPM3u+FO,JC}+G4",2
R04035,TPM2+I,1
R04036,"MIX{K2P,JC}+I",2
R04040,"MIX{TPM3,JC}+G4",2
R04047,"MIX{TPM3u+FO,JC}+G4",2
R04049,"MIX{HKY+FO,JC,F81+FO}+R2",3
R04050,"MIX{K2P,K3P,JC}+I",3
R04068,JC,1
R04075,"MIX{TPM3u+FO,JC}+R3",2
R04076,"MIX{K2P,JC}+I",2
R04079,F81+FO,1
R04080,"MIX{TPM3u+FO,TPM3}+I",2
R04082,TPM3u+FO+G4,1
R04085,"MIX{HKY+FO,JC}+I",2
R04088,"MIX{TPM3,TPM3}+R3",2
R04089,"MIX{HKY+FO,TPM2u+FO}+I",2
R04091,"MIX{TPM2u+FO,JC}+G4",2
R04092,"MIX{TIM3e,JC}+G4",2
R04095,"MIX{TIM3e,TNe}+G4",2
R04096,"MIX{TIM3+FO,JC}+I+G4",2
R04101,"MIX{HKY+FO,JC}+I",2
R04102,"MIX{TPM3u+FO,K2P}+R2",2
R04118,TN+FO+I,1
R04119,"MIX{K2P,JC}+I",2
R04120,TNe+I,1
R04122,"MIX{TN+FO,F81+FO,JC}+G4",3
R04123,"MIX{K2P,JC}+G4",2
R04124,HKY+FO+I,1
R04127,"MIX{K2P,JC}+I+G4",2
R04133,HKY+FO+I,1
R04135,HKY+FO+G4,1
R04139,"MIX{TPM2u+FO,JC}+I+G4",2
R04140,"MIX{K2P,JC}+I",2
R04145,TPM3+I+G4,1
R04150,K2P+G4,1
R04153,HKY+FO+I,1
R04154,K2P+I,1
R04158,F81+FO+I,1
R04159,TPM3u+FO+G4,1
R04162,"MIX{TPM3,TPM3}+I+G4",2
R04169,"MIX{TN+FO,JC}+G4",2
R04171,"MIX{TPM3,JC}+I+R2",2
R04177,"MIX{HKY+FO,JC}+I",2
R04187,JC,1
R04188,K2P+I,1
R04196,TPM3u+FO+G4,1
R04200,TIM+FO+I,1
R04203,"MIX{HKY+FO,JC}+I",2
R04205,HKY+FO+I,1
R04208,JC+I,1
R04211,K2P+G4,1
R04216,HKY+FO+I,1
R04219,"MIX{K3P,K3P}+I",2
R04222,HKY+FO+I,1
R04225,TPM2u+FO+I,1
R04233,HKY+FO+G4,1
R04242,TPM3u+FO+G4,1
R04243,"MIX{TPM3,TPM3}+I+G4",2
R04250,TPM3+I,1
R04254,TPM3+I,1
R04263,K2P+I,1
R04275,"MIX{HKY+FO,JC}+I",2
R04278,"MIX{TIMe,K3P,JC}+I",3
R04283,"MIX{TPM3u+FO,TPM2u+FO}+I",2
R04286,"MIX{TPM3u+FO,TVM+FO}+G4",2
R04288,"MIX{TN+FO,JC}+I+G4",2
R04294,HKY+FO+G4,1
R04301,"MIX{HKY+FO,JC}+R2",2
R04302,"MIX{TIM3+FO,JC}+I",2
R04305,TIM3+FO+I,1
R04307,"MIX{TIM3+FO,TPM3,JC}+I+R2",3
R04315,"MIX{TPM3u+FO,TIM3e}+R2",2
R04316,TPM3u+FO+G4,1
R04324,"MIX{TIM3e,TN+FO}+G4",2
R04329,"MIX{K2P,JC}+G4",2
R04331,F81+FO,1
R04335,"MIX{TPM3,JC}+G4",2
R04343,TIM3e+R2,1
R04344,TPM3+G4,1
R04345,"MIX{TN+FO,TPM3}+I",2
R04346,"MIX{TPM3,TIM3e}+R2",2
R04349,TPM3u+FO+I,1
R04354,"MIX{TPM3,TPM3}+I+R2",2
R04355,TPM3+G4,1
R04358,"MIX{TPM3u+FO,JC}+R3",2
R04359,TIM3e+I,1
R04360,"MIX{HKY+FO,TPM3,HKY+FO}+I",3
R04364,"MIX{TPM3,TPM3}+G4",2
R04366,TIM3e+I,1
R04367,"MIX{TPM3,TPM3}+R2",2
R04369,F81+FO+I,1
R04376,"MIX{K2P,JC}+G4",2
R04382,K2P+G4,1
R04387,"MIX{TPM3u+FO,TIM3+FO}+R2",2
R04392,"MIX{TNe,JC}+I",2
R04393,"MIX{HKY+FO,TPM2}+I",2
R04395,"MIX{TPM3u+FO,F81+FO,JC}+I+R2",3
R04396,"MIX{TPM3,JC}+I",2
R04397,"MIX{K3Pu+FO,K2P}+I",2
R04398,TIMe+I,1
R04401,"MIX{TPM3u+FO,F81+FO}+R3",2
R04402,"MIX{TPM3u+FO,HKY+FO}+I+G4",2
R04404,"MIX{TIM3e,HKY+FO}+G4",2
R04411,K2P+I,1
R04415,"MIX{TIM3e,F81+FO,TNe}+R2",3
R04418,"MIX{HKY+FO,JC}+G4",2
R04420,"MIX{TPM3u+FO,JC}+R3",2
R04421,HKY+FO+I,1
R04425,HKY+FO+I,1
R04428,"MIX{HKY+FO,JC}+I",2
R04435,"MIX{HKY+FO,JC}+G4",2
R04437,TPM3+G4,1
R04438,"MIX{TIM3e,JC}+G4",2
R04441,"MIX{TPM3u+FO,HKY+FO}+R3",2
R04443,"MIX{TPM3u+FO,TPM2u+FO}+R2",2
R04445,"MIX{K3Pu+FO,TIM+FO}+I",2
R04450,TIM2e+G4,1
R04451,"MIX{TPM3,TPM3}+I",2
R04453,F81+FO+I,1
R04456,"MIX{TPM3u+FO,F81+FO,TIM3+FO,HKY+FO,TIM2+FO,K3P}+R3",6
R04459,K2P+I,1
R04460,"MIX{HKY+FO,TPM2}+G4",2
R04463,"MIX{K2P,JC}+I+G4",2
R04464,"MIX{TN+FO,F81+FO}+I",2
R04465,"MIX{TN+FO,JC}+I",2
R04469,"MIX{TPM3,TPM3}+I+G4",2
R04470,"MIX{TIM3+FO,TIM3+FO}+I+R2",2
R04471,"MIX{TPM3u+FO,TPM3}+R2",2
R04478,"MIX{TPM3u+FO,F81+FO,JC}+I",3
R04483,TPM3+I+G4,1
R04484,HKY+FO+I,1
R04486,"MIX{TIM3e,JC}+I+G4",2
R04490,"MIX{TPM3u+FO,TPM3}+I+G4",2
R04495,"MIX{TPM3,JC,F81+FO}+G4",3
R04501,TPM3u+FO+I,1
R04521,"MIX{K2P,JC}+R2",2
R04523,HKY+FO+I,1
R04538,TPM3u+FO+I,1
R04540,TPM3+I,1
R04541,"MIX{TPM3,TPM3}+G4",2
R04547,"MIX{HKY+FO,JC}+I+G4",2
R04548,"MIX{HKY+FO,F81+FO}+I",2
R04549,"MIX{K2P,JC}+R2",2
R04554,TPM3u+FO+I,1
R04555,"MIX{TPM3,JC}+G4",2
R04556,"MIX{TPM3u+FO,TPM3}+R2",2
R04557,"MIX{HKY+FO,K2P}+I+G4",2
R04558,"MIX{TPM3u+FO,K2P}+R2",2
R04561,"MIX{K3Pu+FO,K3P}+I",2
R04562,"MIX{TNe,JC}+G4",2
R04563,"MIX{TPM3u+FO,JC}+R2",2
R04564,K3P+I,1
R04567,"MIX{K2P,JC}+R2",2
R04570,K2P+I,1
R04575,"MIX{TPM3,JC}+R2",2
R04578,"MIX{TPM3u+FO,K3P}+I",2
R04589,"MIX{TVM+FO,K2P}+I+G4",2
R04590,JC+I,1
R04598,"MIX{HKY+FO,TPM3}+I",2
R04600,"MIX{TPM3,JC}+R3",2
R04601,TPM3u+FO+I,1
R04602,F81+FO+I,1
R04604,TIM3+FO+I,1
R04607,"MIX{TPM3,JC}+G4",2
R04613,"MIX{HKY+FO,K2P}+G4",2
R04628,TPM3u+FO+I,1
R04632,"MIX{TPM3u+FO,JC}+R2",2
R04634,"MIX{TPM3u+FO,TPM3,JC}+G4",3
R04635,"MIX{TPM3u+FO,TPM2,K2P}+I+R2",3
R04639,K2P+I,1
R04642,TPM3u+FO+I,1
R04643,"MIX{HKY+FO,JC}+I",2
R04646,"MIX{TPM3,F81+FO}+I+G4",2
R04658,TIM3+FO+I,1
R04666,"MIX{TPM3,JC}+G4",2
R04670,HKY+FO+I,1
R04674,"MIX{GTR+FO,K3Pu+FO,K3P}+I+R2",3
R04679,"MIX{TPM3,K3P}+R2",2
R04680,"MIX{HKY+FO,JC,K3P}+R3",3
R04681,"MIX{TPM3,TPM3}+G4",2
R04682,TPM3+I,1
R04684,"MIX{TPM3,JC}+G4",2
R04689,K2P+I,1
R04690,"MIX{TIM3+FO,JC}+I+R2",2
R04699,"MIX{K2P,JC}+G4",2
R04701,"MIX{TPM3u+FO,K2P}+I+G4",2
R04715,"MIX{TIM3e,TPM3,K3Pu+FO}+I+R2",3
R04724,"MIX{TVM+FO,TPM3,K3P}+R2",3
R04735,K2P+G4,1
R04739,"MIX{TIM3e,F81+FO}+R2",2
R04740,"MIX{TPM3,TPM3,JC}+I+G4",3
R04744,"MIX{TPM3,TPM3}+I",2
R04746,"MIX{TIM3e,JC}+G4",2
R04756,TPM3+R2,1
R04758,TIM3+FO+R2,1
R04762,"MIX{TVM+FO,TPM2u+FO}+R2",2
R04765,HKY+FO+G4,1
R04767,"MIX{TPM3,TPM2u+FO}+R2",2
R04772,"MIX{TPM3,JC}+I",2
R04775,"MIX{TPM3,TPM3}+I+R2",2
R04777,TPM3+R2,1
R04779,"MIX{TNe,JC}+I",2
R04785,TN+FO+I,1
R04786,"MIX{TIM3e,TIM3e,JC}+G4",3
R04787,"MIX{TPM3,JC}+I",2
R04788,TPM3+R2,1
R04791,"MIX{TIM3+FO,JC,F81+FO}+G4",3
R04792,TNe+I,1
R04795,"MIX{TIM3e,TPM2}+R2",2
R04797,TPM3u+FO+I,1
R04798,"MIX{TPM3u+FO,TPM3}+I+G4",2
R04803,"MIX{TIM3e,K3P}+G4",2
R04804,TPM3u+FO+R2,1
R04805,"MIX{TPM3u+FO,JC,TIM3+FO}+I+R2",3
R04807,TPM3+I,1
R04808,"MIX{TVM+FO,HKY+FO,JC}+G4",3
R04809,"MIX{GTR+FO,TNe,JC}+G4",3
R04810,TPM3u+FO+G4,1
R04811,"MIX{TPM3u+FO,JC}+G4",2
R04812,"MIX{TPM3u+FO,HKY+FO,JC}+R2",3
R04813,"MIX{K2P,JC}+R2",2
R04814,TNe,1
R04817,K2P,1
R04822,TPM3u+FO+I,1
R04990,TNe+I+G4,1
R05008,"MIX{TPM3u+FO,TIM3e}+I+G4",2
R05024,TPM3+I,1
R05026,TN+FO+I,1
R05032,"MIX{TPM2,F81+FO}+I+G4",2
R05079,"MIX{TPM3u+FO,JC,TPM3}+G4",3
R05082,"MIX{TPM3u+FO,JC}+R3",2
R05093,TPM3u+FO+G4,1
R05102,"MIX{TIM3e,JC}+G4",2
R05126,"MIX{TIM3e,K2P}+R2",2
R05151,TPM3u+FO+I+G4,1
R05159,"MIX{TIM3+FO,JC}+G4",2
R05168,"MIX{TPM3u+FO,TPM3}+R2",2
R05179,HKY+FO+G4,1
R05222,"MIX{TPM3,JC}+G4",2
R05254,K2P+I,1
R05255,"MIX{TPM3u+FO,TPM3}+I+G4",2
R05258,K2P+R2,1
R05266,"MIX{TPM3,K2P}+R3",2
