ID,Mixture_Model,Model_Count
chr17_1520000_1530000,"MIX{TIM2e,TNe}+G4",2
chr17_1570000_1580000,"MIX{TPM3u+FO,GTR+FO,K3P}+R2",3
chr17_1720000_1730000,TIM3+FO+G4,1
chr17_1730000_1740000,"MIX{TPM2,TIM3+FO,TNe}+G4",3
chr17_1820000_1830000,"MIX{HKY+FO,TIM2e}+G4",2
chr17_1830000_1840000,"MIX{TPM2,JC}+G4",2
chr17_1920000_1930000,"MIX{TPM3u+FO,HKY+FO}+G4",2
chr17_1930000_1940000,"MIX{TPM3u+FO,TN+FO}+G4",2
chr17_1940000_1950000,"MIX{TVMe,JC,K2P}+R2",3
chr17_1960000_1970000,"MIX{HKY+FO,TN+FO,TIM2e}+G4",3
chr17_1990000_2000000,"MIX{TVM+FO,TN+FO,JC}+G4",3
chr17_2000000_2010000,"MIX{TPM3u+FO,TPM3u+FO,HKY+FO}+G4",3
chr17_2010000_2020000,"MIX{TVM+FO,K3Pu+FO,HKY+FO}+G4",3
chr17_2020000_2030000,"MIX{TN+FO,TIM+FO}+I+R2",2
chr17_2040000_2050000,"MIX{TIM2+FO,TNe}+G4",2
chr17_2050000_2060000,"MIX{TPM2,JC}+G4",2
chr17_2060000_2070000,"MIX{TPM2,TPM2}+G4",2
chr17_2070000_2080000,"MIX{K2P,TPM3u+FO,TNe}+G4",3
chr17_2090000_2100000,"MIX{TIM3+FO,TIM2e,JC}+I+R2",3
chr17_2360000_2370000,"MIX{TVM+FO,TPM2}+G4",2
chr17_2380000_2390000,"MIX{K3Pu+FO,JC}+G4",2
chr17_2400000_2410000,"MIX{HKY+FO,K2P,HKY+FO,HKY+FO}+G4",4
chr17_2430000_2440000,"MIX{HKY+FO,HKY+FO,JC}+G4",3
chr17_2510000_2520000,TVMe+G4,1
chr17_2520000_2530000,"MIX{TPM2,JC}+G4",2
chr17_2530000_2540000,"MIX{K2P,JC}+G4",2
chr17_2550000_2560000,"MIX{TVM+FO,TPM2}+G4",2
chr17_2570000_2580000,"MIX{TPM3u+FO,TPM2}+G4",2
chr17_2580000_2590000,"MIX{K3P,JC,HKY+FO}+G4",3
chr17_2590000_2600000,"MIX{TPM3u+FO,TPM3u+FO}+G4",2
chr17_2600000_2610000,TVM+FO+G4,1
chr17_2630000_2640000,"MIX{K2P,JC,TIM3+FO}+G4",3
chr17_2690000_2700000,GTR+FO+G4,1
chr17_2700000_2710000,"MIX{TPM3,JC}+G4",2
chr17_2720000_2730000,"MIX{TPM2u+FO,K2P}+G4",2
chr17_2730000_2740000,"MIX{HKY+FO,JC}+G4",2
chr17_2760000_2770000,"MIX{TVM+FO,JC}+G4",2
chr17_2770000_2780000,K2P+G4,1
chr17_2790000_2800000,TPM3u+FO+G4,1
chr17_2850000_2860000,"MIX{TPM3u+FO,TPM3}+G4",2
chr17_2860000_2870000,"MIX{K2P,JC,K3Pu+FO}+G4",3
chr17_2880000_2890000,K2P+G4,1
chr17_2890000_2900000,"MIX{K2P,F81+FO,JC}+I+R2",3
chr17_2900000_2910000,"MIX{TPM3u+FO,JC}+G4",2
chr17_2910000_2920000,"MIX{K2P,K3Pu+FO}+G4",2
chr17_2920000_2930000,"MIX{K2P,JC}+G4",2
chr17_2930000_2940000,"MIX{TPM2u+FO,K2P,JC}+G4",3
chr17_2940000_2950000,"MIX{TVM+FO,JC}+G4",2
chr17_2950000_2960000,"MIX{TPM3u+FO,TN+FO,JC}+G4",3
chr17_2960000_2970000,"MIX{TPM3u+FO,TVMe}+G4",2
chr17_2970000_2980000,"MIX{TPM3u+FO,JC}+R2",2
chr17_2990000_3000000,"MIX{TVM+FO,TPM3,JC}+R2",3
chr17_3000000_3010000,"MIX{TIM3+FO,K2P}+G4",2
chr17_3010000_3020000,"MIX{TPM3u+FO,JC}+R2",2
chr17_3020000_3030000,"MIX{TPM3u+FO,JC}+R2",2
chr17_3030000_3040000,TVM+FO+G4,1
chr17_3210000_3220000,"MIX{K2P,JC}+G4",2
chr17_3450000_3460000,"MIX{TIM3+FO,HKY+FO,K2P}+G4",3
chr17_3470000_3480000,"MIX{TN+FO,JC,HKY+FO,TPM3u+FO}+G4",4
chr17_3480000_3490000,"MIX{TPM3,TPM3,TIM2+FO}+R2",3
chr17_3490000_3500000,"MIX{TPM2,JC}+I+R2",2
chr17_3500000_3510000,"MIX{TPM2,K3P}+G4",2
chr17_3510000_3520000,"MIX{TPM3u+FO,F81+FO}+G4",2
chr17_3520000_3530000,"MIX{TPM2u+FO,K2P,HKY+FO}+G4",3
chr17_3530000_3540000,"MIX{TPM3,TPM2u+FO}+G4",2
chr17_3540000_3550000,TPM2+G4,1
chr17_3550000_3560000,"MIX{TPM2u+FO,JC}+R2",2
chr17_3580000_3590000,"MIX{TVM+FO,K3Pu+FO}+G4",2
chr17_3590000_3600000,"MIX{K2P,JC}+I+R2",2
chr17_3600000_3610000,"MIX{TVM+FO,JC,TPM3}+G4",3
chr17_3610000_3620000,"MIX{TPM3,JC,TPM3u+FO}+G4",3
chr17_3620000_3630000,TPM2+G4,1
chr17_3630000_3640000,"MIX{TPM3u+FO,K3P}+R3",2
chr17_3640000_3650000,K2P+G4,1
chr17_3650000_3660000,"MIX{TPM2,TIM2e}+G4",2
chr17_3660000_3670000,"MIX{K2P,JC}+G4",2
chr17_3670000_3680000,"MIX{K2P,TPM2u+FO}+I+R2",2
chr17_3680000_3690000,"MIX{TVM+FO,JC}+G4",2
chr17_3690000_3700000,K2P+G4,1
chr17_3700000_3710000,TPM2u+FO+G4,1
chr17_3710000_3720000,TPM3u+FO+I+R2,1
chr17_3720000_3730000,"MIX{TPM3u+FO,TPM3}+G4",2
chr17_3730000_3740000,"MIX{K2P,JC,F81+FO}+G4",3
chr17_3740000_3750000,"MIX{TPM3,JC}+G4",2
chr17_3750000_3760000,"MIX{TPM3u+FO,K2P,JC}+G4",3
chr17_3760000_3770000,"MIX{TVM+FO,JC}+G4",2
chr17_3770000_3780000,"MIX{TPM3u+FO,TVMe}+G4",2
chr17_3780000_3790000,"MIX{TPM3u+FO,JC}+I+R2",2
chr17_3790000_3800000,"MIX{TPM3u+FO,JC}+G4",2
chr17_3800000_3810000,"MIX{TVMe,TPM2}+G4",2
chr17_3810000_3820000,"MIX{K3Pu+FO,JC}+G4",2
chr17_3820000_3830000,"MIX{TVM+FO,K3P,JC}+G4",3
chr17_3830000_3840000,"MIX{TPM3,TIM3+FO}+G4",2
chr17_3840000_3850000,"MIX{TPM3u+FO,TPM3}+G4",2
chr17_3850000_3860000,"MIX{TPM3u+FO,K2P}+G4",2
chr17_3860000_3870000,"MIX{K2P,HKY+FO,F81+FO}+G4",3
chr17_3870000_3880000,"MIX{K2P,TIM+FO}+G4",2
chr17_3880000_3890000,"MIX{K2P,JC}+I+R2",2
chr17_3890000_3900000,"MIX{TPM3u+FO,K2P}+R2",2
chr17_3900000_3910000,"MIX{TPM2,JC}+G4",2
chr17_3920000_3930000,"MIX{TPM2,JC}+G4",2
chr17_3930000_3940000,"MIX{TVM+FO,JC}+R2",2
chr17_3940000_3950000,"MIX{TPM3u+FO,JC}+R2",2
chr17_3950000_3960000,TPM3u+FO+G4,1
chr17_3960000_3970000,"MIX{K2P,JC}+I+R2",2
chr17_3970000_3980000,TPM2+G4,1
chr17_3980000_3990000,"MIX{K2P,JC}+G4",2
chr17_4040000_4050000,"MIX{TPM3u+FO,JC,TPM2}+G4",3
chr17_4050000_4060000,"MIX{K2P,JC}+I+R2",2
chr17_4060000_4070000,"MIX{TPM2u+FO,HKY+FO,HKY+FO}+I+R2",3
chr17_4070000_4080000,TPM2u+FO+G4,1
chr17_4080000_4090000,"MIX{TPM3,JC}+G4",2
chr17_4090000_4100000,HKY+FO+G4,1
chr17_4100000_4110000,K2P+G4,1
chr17_4110000_4120000,"MIX{TIM3+FO,JC}+G4",2
chr17_4120000_4130000,"MIX{TPM3u+FO,JC,TVMe}+I+R2",3
chr17_4130000_4140000,"MIX{TIM2+FO,TIM2+FO}+G4",2
chr17_4140000_4150000,TPM2u+FO+G4,1
chr17_4150000_4160000,K2P+G4,1
chr17_4160000_4170000,"MIX{TPM2u+FO,JC}+R2",2
chr17_4180000_4190000,"MIX{TPM2u+FO,JC}+G4",2
chr17_4190000_4200000,"MIX{TPM2u+FO,K2P}+R2",2
chr17_4200000_4210000,"MIX{K2P,JC}+I+R2",2
chr17_4210000_4220000,TPM3+G4,1
chr17_4220000_4230000,"MIX{TPM2u+FO,K3P}+G4",2
chr17_4230000_4240000,TPM3u+FO+R2,1
chr17_4240000_4250000,TVM+FO+G4,1
chr17_4250000_4260000,"MIX{TPM3u+FO,JC,TIM2e}+G4",3
chr17_4280000_4290000,"MIX{TPM3,JC}+G4",2
chr17_4290000_4300000,TPM3+G4,1
chr17_4300000_4310000,"MIX{K2P,JC}+R2",2
chr17_4310000_4320000,K2P+G4,1
chr17_4320000_4330000,"MIX{TPM3u+FO,K2P}+R2",2
chr17_4330000_4340000,TPM3+G4,1
chr17_4340000_4350000,"MIX{K2P,JC}+G4",2
chr17_4350000_4360000,"MIX{K2P,K3P}+G4",2
chr17_4360000_4370000,"MIX{TPM3u+FO,K2P}+R2",2
chr17_4370000_4380000,"MIX{TPM2u+FO,JC}+G4",2
chr17_4380000_4390000,TPM2u+FO+G4,1
chr17_4390000_4400000,"MIX{K2P,JC}+R2",2
chr17_4400000_4410000,"MIX{HKY+FO,JC}+G4",2
chr17_4410000_4420000,TVM+FO+G4,1
chr17_4430000_4440000,TPM3u+FO+G4,1
chr17_4450000_4460000,"MIX{TVM+FO,HKY+FO,JC}+G4",3
chr17_4460000_4470000,"MIX{K3P,K3Pu+FO,HKY+FO}+G4",3
chr17_4470000_4480000,"MIX{TVM+FO,JC}+G4",2
chr17_4480000_4490000,"MIX{TPM2,JC}+G4",2
chr17_4490000_4500000,"MIX{TVMe,JC,TNe}+G4",3
chr17_4570000_4580000,"MIX{TPM3u+FO,JC}+I+R2",2
chr17_4600000_4610000,"MIX{TPM3,JC,HKY+FO}+G4",3
chr17_4630000_4640000,"MIX{TPM3u+FO,K2P,JC}+G4",3
chr17_4640000_4650000,"MIX{TPM3u+FO,F81+FO}+I+R2",2
chr17_4650000_4660000,"MIX{TPM2,TPM3,F81+FO}+G4",3
chr17_4670000_4680000,TNe+R2,1
chr17_4830000_4840000,"MIX{TPM2,JC}+I+R2",2
chr17_4840000_4850000,"MIX{GTR+FO,JC,TPM2}+G4",3
chr17_4850000_4860000,"MIX{K2P,TNe}+R2",2
chr17_4860000_4870000,"MIX{K2P,JC,TIM3+FO}+R2",3
chr17_4910000_4920000,"MIX{TPM2,HKY+FO}+I+R2",2
chr17_4970000_4980000,"MIX{TVM+FO,JC,TN+FO,HKY+FO}+R2",4
chr17_5020000_5030000,TIM2+FO+G4,1
chr17_5080000_5090000,"MIX{TPM3,JC}+G4",2
chr17_5090000_5100000,"MIX{TPM3u+FO,TIM2e}+R2",2
chr17_5140000_5150000,"MIX{TVM+FO,TPM2u+FO,JC}+G4",3
chr17_5150000_5160000,TVM+FO+G4,1
chr17_5170000_5180000,"MIX{TVM+FO,JC}+G4",2
chr17_5180000_5190000,"MIX{TVM+FO,TPM2}+I+R2",2
chr17_5200000_5210000,"MIX{TVM+FO,JC}+R2",2
chr17_5300000_5310000,TPM3u+FO+G4,1
chr17_5370000_5380000,"MIX{TPM3u+FO,TNe,JC}+G4",3
chr17_5390000_5400000,"MIX{TPM2,JC,K3Pu+FO}+I+R2",3
chr17_5450000_5460000,HKY+FO+I+R2,1
chr17_5490000_5500000,"MIX{TPM2,JC,F81+FO}+I+R2",3
chr17_5550000_5560000,"MIX{K2P,JC}+R3",2
chr17_5560000_5570000,"MIX{TPM3u+FO,JC}+I+R2",2
chr17_5580000_5590000,"MIX{TPM2,JC,TIM3e,TNe}+I+R2",4
chr17_5600000_5610000,"MIX{K2P,JC}+R2",2
chr17_5610000_5620000,"MIX{TPM3,F81+FO}+I+R2",2
chr17_5620000_5630000,"MIX{TPM3,JC}+G4",2
chr17_5710000_5720000,"MIX{HKY+FO,TNe,JC}+G4",3
chr17_5730000_5740000,"MIX{TVM+FO,F81+FO,K3P}+G4",3
chr17_5800000_5810000,"MIX{GTR+FO,JC,HKY+FO}+R2",3
chr17_580000_590000,"MIX{TIM3e,TPM2,K2P}+I+R2",3
chr17_5810000_5820000,"MIX{TVM+FO,HKY+FO,JC}+G4",3
chr17_5820000_5830000,"MIX{TPM3u+FO,HKY+FO}+G4",2
chr17_5970000_5980000,"MIX{TPM2,JC}+R2",2
chr17_6130000_6140000,"MIX{SYM,TNe}+R2",2
chr17_6170000_6180000,"MIX{TPM2,JC}+I+R2",2
chr17_6180000_6190000,"MIX{TIM2+FO,HKY+FO}+I+R2",2
chr17_6220000_6230000,"MIX{TPM3u+FO,JC}+G4",2
chr17_6290000_6300000,"MIX{TVM+FO,K3P}+G4",2
chr17_6300000_6310000,TIM3e+G4,1
chr17_630000_640000,"MIX{K3Pu+FO,TIM+FO}+G4",2
chr17_6310000_6320000,"MIX{TPM2u+FO,F81+FO,TPM2u+FO}+G4",3
chr17_6320000_6330000,"MIX{TPM3,TPM3}+R2",2
chr17_6420000_6430000,"MIX{TPM2u+FO,K2P}+G4",2
chr17_6430000_6440000,TPM3+R2,1
chr17_6440000_6450000,"MIX{TPM2,JC}+I+R2",2
chr17_6490000_6500000,"MIX{SYM,F81+FO,TIM3+FO}+G4",3
chr17_6520000_6530000,"MIX{TVM+FO,F81+FO,K3P}+G4",3
chr17_6530000_6540000,"MIX{TNe,TIM3+FO,TNe}+G4",3
chr17_6540000_6550000,"MIX{TPM3u+FO,JC}+I+R2",2
chr17_6550000_6560000,"MIX{TVM+FO,JC}+R2",2
chr17_6580000_6590000,TPM3+I+R2,1
chr17_6590000_6600000,"MIX{TPM2u+FO,JC,F81+FO}+G4",3
chr17_6650000_6660000,"MIX{TPM2,JC}+G4",2
chr17_6660000_6670000,"MIX{TPM3u+FO,JC}+I",2
chr17_6670000_6680000,"MIX{TNe,TPM2u+FO}+G4",2
chr17_670000_680000,"MIX{K3Pu+FO,TIM3+FO,JC}+G4",3
chr17_6720000_6730000,"MIX{TPM3,F81+FO,F81+FO}+G4",3
chr17_6740000_6750000,"MIX{TIM3+FO,JC}+G4",2
chr17_6750000_6760000,"MIX{TPM3,JC}+R2",2
chr17_6770000_6780000,"MIX{TPM2u+FO,K2P}+G4",2
chr17_6800000_6810000,"MIX{TPM2u+FO,SYM,K3P}+G4",3
chr17_6810000_6820000,"MIX{TPM3,TPM2u+FO}+G4",2
chr17_6820000_6830000,"MIX{TIM2+FO,TN+FO}+I+R2",2
chr17_6830000_6840000,"MIX{TPM3,JC}+R2",2
chr17_690000_700000,"MIX{TPM3,JC}+G4",2
chr17_6950000_6960000,"MIX{TPM2,JC}+I+R2",2
chr17_6970000_6980000,"MIX{TVMe,F81+FO}+G4",2
chr17_7000000_7010000,"MIX{TIM3e,JC}+R2",2
chr17_710000_720000,"MIX{TN+FO,TNe}+R2",2
chr17_7180000_7190000,"MIX{TIM3e,JC}+G4",2
chr17_720000_730000,"MIX{TIM3+FO,F81+FO,TN+FO}+G4",3
chr17_7210000_7220000,"MIX{TPM2,F81+FO}+I+R2",2
chr17_7230000_7240000,"MIX{TPM3,JC}+G4",2
chr17_7240000_7250000,"MIX{TPM3,JC,F81+FO,HKY+FO,HKY+FO}+G4",5
chr17_7250000_7260000,"MIX{TPM3,K3Pu+FO}+R2",2
chr17_7260000_7270000,"MIX{TPM3u+FO,K3Pu+FO,K3P}+G4",3
chr17_7280000_7290000,"MIX{TVMe,TNe,HKY+FO}+I+R2",3
chr17_7310000_7320000,"MIX{TPM2,JC}+G4",2
chr17_7320000_7330000,"MIX{K3P,HKY+FO}+G4",2
chr17_7360000_7370000,"MIX{TPM2,JC}+G4",2
chr17_7380000_7390000,"MIX{TPM3,TPM2}+I+R2",2
chr17_7400000_7410000,"MIX{TVMe,TPM3}+G4",2
chr17_740000_750000,"MIX{TPM3u+FO,TPM2u+FO,TNe}+I+R2",3
chr17_7430000_7440000,"MIX{TPM2,JC}+G4",2
chr17_7440000_7450000,TPM2+G4,1
chr17_7460000_7470000,"MIX{HKY+FO,JC}+G4",2
chr17_750000_760000,"MIX{TVM+FO,TIMe,K3Pu+FO}+G4",3
chr17_7570000_7580000,"MIX{TPM3,TIM2+FO}+G4",2
chr17_7580000_7590000,"MIX{TVMe,JC}+I+R2",2
chr17_7590000_7600000,"MIX{TPM3,JC}+G4",2
chr17_7660000_7670000,"MIX{TVMe,TPM3}+I+R2",2
chr17_7670000_7680000,"MIX{K3P,JC}+G4",2
chr17_7690000_7700000,"MIX{TVMe,JC}+R2",2
chr17_7700000_7710000,"MIX{TPM2,JC,F81+FO}+I+R2",3
chr17_7760000_7770000,"MIX{TPM2,JC,HKY+FO}+G4",3
chr17_7770000_7780000,"MIX{TPM3,HKY+FO}+G4",2
chr17_7780000_7790000,"MIX{TPM2,JC}+G4",2
chr17_7790000_7800000,"MIX{HKY+FO,TIM+FO}+G4",2
chr17_7970000_7980000,"MIX{TPM2,JC,TPM3}+G4",3
chr17_7980000_7990000,"MIX{K2P,JC}+G4",2
chr17_8000000_8010000,"MIX{TPM3,JC}+G4",2
chr17_8050000_8060000,"MIX{TVMe,K3Pu+FO,JC}+G4",3
chr17_8060000_8070000,"MIX{TVM+FO,JC}+I+R2",2
chr17_8070000_8080000,"MIX{TVM+FO,TIM+FO}+G4",2
chr17_8080000_8090000,"MIX{TPM3,JC}+G4",2
chr17_8090000_8100000,"MIX{SYM,TPM3u+FO,F81+FO}+G4",3
chr17_8110000_8120000,"MIX{SYM,F81+FO,F81+FO}+G4",3
chr17_8120000_8130000,"MIX{TVMe,F81+FO}+G4",2
chr17_8140000_8150000,"MIX{TVMe,TPM3}+G4",2
chr17_8150000_8160000,"MIX{TVMe,JC}+G4",2
chr17_8170000_8180000,"MIX{TPM3u+FO,F81+FO,HKY+FO}+G4",3
chr17_820000_830000,"MIX{TPM3,JC}+G4",2
chr17_8240000_8250000,"MIX{HKY+FO,JC,K2P}+R2",3
chr17_8250000_8260000,"MIX{TPM3u+FO,JC}+I+R2",2
chr17_8260000_8270000,"MIX{TPM2u+FO,TIM2e}+G4",2
chr17_8280000_8290000,"MIX{TVM+FO,TPM3u+FO}+G4",2
chr17_830000_840000,"MIX{TPM2u+FO,HKY+FO,F81+FO}+G4",3
chr17_8310000_8320000,"MIX{TIM+FO,K2P}+G4",2
chr17_8390000_8400000,"MIX{K3Pu+FO,JC}+G4",2
chr17_8400000_8410000,"MIX{TPM2,TPM3u+FO,JC}+R2",3
chr17_8440000_8450000,GTR+FO+G4,1
chr17_8450000_8460000,"MIX{TVM+FO,JC}+I+R2",2
chr17_8470000_8480000,"MIX{TIM2e,TPM3,TIM2e}+R2",3
chr17_8480000_8490000,TVM+FO+G4,1
chr17_8490000_8500000,"MIX{TVMe,JC}+G4",2
chr17_8500000_8510000,"MIX{GTR+FO,TVMe,TPM2u+FO}+R3",3
chr17_8510000_8520000,"MIX{TVMe,F81+FO}+G4",2
chr17_860000_870000,"MIX{TVM+FO,K3Pu+FO}+R2",2
chr17_8610000_8620000,"MIX{TVM+FO,TVMe}+G4",2
chr17_8660000_8670000,"MIX{TPM3,JC}+G4",2
chr17_870000_880000,"MIX{TPM2u+FO,TPM3,F81+FO}+G4",3
chr17_8710000_8720000,"MIX{TVM+FO,TIM2e}+G4",2
chr17_8720000_8730000,"MIX{TVM+FO,F81+FO}+G4",2
chr17_8760000_8770000,"MIX{HKY+FO,GTR+FO,TN+FO}+G4",3
chr17_8770000_8780000,"MIX{HKY+FO,HKY+FO,JC}+G4",3
chr17_8780000_8790000,"MIX{TPM2u+FO,JC}+R2",2
chr17_8800000_8810000,"MIX{TPM2u+FO,K3Pu+FO}+G4",2
chr17_880000_890000,"MIX{TIM3e,TPM2,F81+FO}+G4",3
chr17_8820000_8830000,"MIX{GTR+FO,K3Pu+FO}+R2",2
chr17_8880000_8890000,"MIX{TIM3+FO,TPM2}+G4",2
chr17_8890000_8900000,TPM2u+FO+R2,1
chr17_890000_900000,"MIX{GTR+FO,JC}+I+R2",2
chr17_8930000_8940000,"MIX{TVM+FO,TPM2}+G4",2
chr17_8940000_8950000,"MIX{TVM+FO,HKY+FO,JC}+R2",3
chr17_8950000_8960000,"MIX{TPM2u+FO,TIM2e}+G4",2
chr17_8970000_8980000,"MIX{TIM3+FO,TVM+FO,F81+FO}+G4",3
chr17_8980000_8990000,"MIX{TPM3u+FO,K3Pu+FO}+G4",2
chr17_9020000_9030000,"MIX{TVM+FO,GTR+FO}+G4",2
chr17_9160000_9170000,"MIX{GTR+FO,TIM3+FO,K2P}+I+G4",3
chr17_9180000_9190000,"MIX{TVM+FO,K2P}+I+R2",2
chr17_9200000_9210000,TPM2u+FO+G4,1
chr17_9210000_9220000,TPM2u+FO+G4,1
chr17_9220000_9230000,"MIX{TPM3u+FO,K2P}+G4",2
chr17_9250000_9260000,"MIX{TVMe,TPM3u+FO}+G4",2
chr17_9260000_9270000,"MIX{TVMe,F81+FO,K2P}+G4",3
chr17_9270000_9280000,"MIX{TVMe,TPM2,HKY+FO}+G4",3
chr17_9280000_9290000,"MIX{HKY+FO,F81+FO,F81+FO}+G4",3
chr17_9300000_9310000,"MIX{TVMe,K3P}+G4",2
chr17_9310000_9320000,K2P+G4,1
chr17_9320000_9330000,"MIX{TIM+FO,K3P}+G4",2
chr17_9330000_9340000,"MIX{TVM+FO,JC}+G4",2
chr17_9450000_9460000,"MIX{TVMe,F81+FO,TIM3e}+G4",3
chr17_9480000_9490000,"MIX{TVM+FO,TVMe,F81+FO,F81+FO}+I+G4",4
chr17_9490000_9500000,"MIX{TVM+FO,HKY+FO,F81+FO}+G4",3
chr17_9500000_9510000,"MIX{TVM+FO,K3Pu+FO}+G4",2
chr17_9510000_9520000,"MIX{TVM+FO,TNe}+G4",2
chr17_9530000_9540000,"MIX{TPM3u+FO,TIMe,JC,F81+FO}+G4",4
chr17_9600000_9610000,"MIX{TPM3u+FO,TIM2+FO}+I+R2",2
chr17_9720000_9730000,"MIX{TVM+FO,TIMe}+G4",2
chr17_980000_990000,"MIX{TPM2,TNe,TNe}+G4",3
chr17_9830000_9840000,"MIX{TVMe,TPM3u+FO,TPM2u+FO}+G4",3
chr17_9840000_9850000,"MIX{TVMe,JC,K2P}+I+R2",3
chr17_9850000_9860000,"MIX{TPM2,K3P,TPM2u+FO}+G4",3
chr17_9860000_9870000,"MIX{TPM2u+FO,JC}+I+R2",2
chr17_9870000_9880000,"MIX{TVMe,TVMe}+G4",2
chr17_9880000_9890000,"MIX{TN+FO,F81+FO}+G4",2
chr17_9890000_9900000,"MIX{TPM2,K3P}+G4",2
chr17_9900000_9910000,"MIX{TVMe,F81+FO,K3P}+I+R2",3
chr17_9910000_9920000,"MIX{TVMe,JC,K2P}+G4",3
chr17_9920000_9930000,"MIX{K3Pu+FO,HKY+FO}+R2",2
chr17_9930000_9940000,"MIX{TVM+FO,TPM3}+I+R2",2
chr17_9950000_9960000,"MIX{TVMe,JC,K2P}+R3",3
chr17_9960000_9970000,"MIX{TPM2,JC,TPM3}+G4",3
chr17_9990000_10000000,"MIX{TPM3u+FO,K3Pu+FO}+G4",2
chr17_AADN03010775_random_0_10000,"MIX{K2P,JC}+G4",2
chr18_10240000_10250000,"MIX{TPM2u+FO,TPM3}+G4",2
chr18_10250000_10260000,"MIX{SYM,TNe}+G4",2
chr18_10320000_10330000,"MIX{TVMe,TPM2}+G4",2
chr18_10330000_10340000,"MIX{TVMe,JC}+G4",2
chr18_10340000_10350000,"MIX{K2P,JC}+R2",2
chr18_10360000_10370000,TPM2+G4,1
chr18_10380000_10390000,"MIX{TVMe,F81+FO,TN+FO}+G4",3
chr18_10400000_10410000,"MIX{GTR+FO,JC}+G4",2
chr18_10450000_10460000,"MIX{TVM+FO,TPM3}+G4",2
chr18_10460000_10470000,"MIX{TPM2,JC}+R2",2
chr18_10550000_10560000,"MIX{TPM3,JC,HKY+FO}+G4",3
chr18_10570000_10580000,"MIX{TVMe,TPM2}+R2",2
chr18_10700000_10710000,"MIX{K2P,JC}+I+R2",2
chr18_10810000_10820000,"MIX{HKY+FO,TIM3+FO,TIMe,TIM3+FO}+I+R2",4
chr18_10840000_10850000,"MIX{TN+FO,JC}+G4",2
chr18_10860000_10870000,"MIX{TPM2u+FO,TN+FO}+R2",2
chr18_10870000_10880000,HKY+FO+I+R2,1
chr18_10930000_10940000,"MIX{K2P,TPM3}+G4",2
chr18_10990000_11000000,"MIX{TIM2+FO,JC}+G4",2
chr18_11050000_11060000,"MIX{TIM2+FO,K3Pu+FO}+G4",2
chr18_11060000_11070000,"MIX{TIM2+FO,TIM3e,JC}+G4",3
chr18_11070000_11080000,"MIX{TPM3u+FO,K3Pu+FO,JC}+R2",3
chr18_11150000_11160000,"MIX{K2P,JC}+R2",2
chr18_11170000_11180000,"MIX{TPM3u+FO,JC}+R2",2
chr18_1210000_1220000,K3P+I+R2,1
chr18_1230000_1240000,"MIX{TPM2u+FO,TPM3}+G4",2
chr18_1250000_1260000,TPM2+I+R2,1
chr18_1260000_1270000,"MIX{K2P,TPM2u+FO}+G4",2
chr18_130000_140000,"MIX{TPM3u+FO,K3Pu+FO}+G4",2
chr18_1310000_1320000,"MIX{TVM+FO,JC}+R2",2
chr18_1330000_1340000,TVM+FO+G4,1
chr18_1340000_1350000,TVM+FO+R2,1
chr18_1350000_1360000,K2P+G4,1
chr18_1360000_1370000,"MIX{TVM+FO,HKY+FO,JC}+I+R2",3
chr18_1370000_1380000,TPM3+R2,1
chr18_1440000_1450000,"MIX{K2P,JC}+G4",2
chr18_1450000_1460000,"MIX{TVM+FO,JC}+G4",2
chr18_1550000_1560000,"MIX{K2P,TPM3u+FO,TPM3u+FO}+G4",3
chr18_1610000_1620000,"MIX{TVM+FO,HKY+FO}+G4",2
chr18_1680000_1690000,"MIX{TPM3u+FO,TIM3e,TNe}+I+R2",3
chr18_180000_190000,"MIX{GTR+FO,TIMe}+R2",2
chr18_1830000_1840000,"MIX{TPM2,JC,TNe,TNe}+G4",4
chr18_1990000_2000000,"MIX{TN+FO,TIM3e}+R2",2
chr18_2010000_2020000,"MIX{HKY+FO,TVM+FO}+G4",2
chr18_2070000_2080000,"MIX{TPM2u+FO,TVMe,TNe}+G4",3
chr18_2080000_2090000,"MIX{TPM3,JC}+G4",2
chr18_2090000_2100000,"MIX{TPM3,F81+FO}+I+R2",2
chr18_2290000_2300000,"MIX{K3Pu+FO,K3Pu+FO,JC}+G4",3
chr18_2300000_2310000,"MIX{TPM3,TPM3,F81+FO}+I+R2",3
chr18_2310000_2320000,TPM2+G4,1
chr18_2320000_2330000,"MIX{TVMe,F81+FO}+R3",2
chr18_2350000_2360000,"MIX{TPM3,JC}+R2",2
chr18_2360000_2370000,"MIX{TPM2,F81+FO}+R2",2
chr18_2370000_2380000,"MIX{TPM3,JC}+I+R2",2
chr18_2380000_2390000,"MIX{TPM3u+FO,TPM2}+R2",2
chr18_2390000_2400000,"MIX{K2P,JC}+G4",2
chr18_2400000_2410000,"MIX{TPM2,JC}+G4",2
chr18_2410000_2420000,TPM3+R3,1
chr18_2420000_2430000,"MIX{TVMe,JC}+G4",2
chr18_2430000_2440000,"MIX{TPM2,JC}+G4",2
chr18_2440000_2450000,"MIX{TPM3,F81+FO}+R3",2
chr18_2450000_2460000,"MIX{TVM+FO,TPM2,HKY+FO}+R2",3
chr18_2460000_2470000,"MIX{TVMe,K3P,HKY+FO}+I+R2",3
chr18_2470000_2480000,K3Pu+FO+R2,1
chr18_2480000_2490000,"MIX{K3P,JC,TPM3u+FO,HKY+FO}+G4",4
